"ServiceNo","Direction","StopSequence","BusStopCode","Description","Latitude","Longitude"
"102A",1,5,"67559","Opp Blk 471A",1.3954939065925,103.880945032188
"102A",1,6,"67569","Blk 432A",1.39504999232889,103.877000000872
"102A",1,7,"67639","Blk 436A",1.393047,103.875914
"102A",1,8,"67499","Fernvale Pr Sch",1.39068028707514,103.87467870993
"102A",1,9,"68019","Aft Jln Kayu",1.39106694073297,103.870606129626
"102A",1,10,"67091","Opp Blk 459B",1.392881,103.869086
"102A",1,11,"67991","Opp Blk 461B",1.395245,103.871524
"102B",1,1,"67999","Blk 461B",1.39506,103.871495
"102B",1,2,"67099","Blk 459B",1.3937,103.869287
"102B",1,3,"68011","Bef Jln Kayu",1.3913169267408,103.870103069738
"102B",1,4,"67491","Opp Fernvale Pr Sch",1.39087538517899,103.874664887896
"102B",1,5,"67631","Blk 441D",1.392329,103.87567
"102B",1,6,"67561","Opp Blk 432A",1.39545828505824,103.876976966836
"102B",1,7,"67551","Blk 471A",1.39600529337669,103.879272937679
"102B",1,8,"67541","Hockey Stadium",1.39478256874239,103.886332511905
"102B",1,9,"67381","Blk 326 CP",1.39459040201234,103.888442666911
"102B",1,10,"67391","Blk 333B",1.39425676218487,103.891444880283
"102B",1,11,"67401","Opp Sengkang Stn/Blk 260A",1.39290842289238,103.895317384563
"103",1,1,"66009","S'Goon Int",1.35046610176969,103.871689922646
"103",1,2,"62131","S'Goon Stn Exit H",1.3489790064228,103.872774327976
"103",1,3,"62141","Opp Blk 1",1.35149112412235,103.875151947138
"103",1,4,"63141","Blk 209",1.354019,103.874925
"103",1,5,"63361","Opp S'Goon Sports Cplx",1.35744648841295,103.873839853652
"103",1,6,"63181","Bef St. Helier's Ave",1.36083138898279,103.873462222016
"103",1,7,"63191","Aft Serangoon Nth Ave 1",1.36426277802723,103.874039721994
"103",1,8,"63201","Affinity At Serangoon",1.36617789459924,103.87492029494
"103",1,9,"63211","Blk 138",1.36816,103.875784
"103",1,10,"64101","Opp Gracehaven S Army",1.37212119701131,103.876539388426
"103",1,11,"64111","Opp Blk 953",1.37594188334629,103.876842854622
"103",1,12,"64121","Aft Ang Mo Kio Ave 5",1.37974139718092,103.876501117299
"103",1,13,"67079","Ch Of St. Vincent De Paul",1.38256500000442,103.876735000011
"103",1,14,"67069","Bef Jln Selaseh",1.385515,103.875233
"103",1,15,"67059","Seletar Hills Est",1.38705245959807,103.872984478082
"103",1,16,"67049","The Greenwich",1.38773464426252,103.869986495669
"103",1,17,"67081","Aft Yio Chu Kang Rd",1.38990180700693,103.86883700264
"103",1,18,"68011","Bef Jln Kayu",1.3913169267408,103.870103069738
"103",1,19,"68021","Opp Blk 448A",1.39317909764213,103.872470960889
"103",1,20,"68031","Jln Kayu Shophouse",1.39705024252478,103.873072985307
"103",1,21,"68051","Bef TPE",1.39955011852479,103.872320652009
"103",1,22,"68111","Bef Seletar Camp G",1.40222194447692,103.871388055576
"103",1,23,"68061","Sing-China Bldg",1.40719212135322,103.872063159943
"103",1,24,"68091","Aft Baker St",1.40885699822728,103.871169291168
"103",1,25,"68081","Bef Seletar A'Space Rise",1.40559323576727,103.866812418143
"103",1,26,"68101","Rolls Royce Pte Ltd",1.40378584520974,103.863447101297
"103",1,27,"68121","Bef West Camp Rd",1.40580853768965,103.859995186837
"103",1,28,"68161","Aft Seletar A'Space Lane",1.41076903489058,103.861794815075
"103",1,29,"68131","Opp Youth Flying Club",1.41460695862945,103.861889396966
"103",1,30,"68141","Opp JTC Aviation Two",1.42043301652737,103.863476971412
"103",1,31,"68151","Bef Shell Aviation",1.42333311184046,103.866191121659
"103",1,32,"68171","Bef Yishun Ave 8",1.42704251041342,103.855352477438
"103",1,33,"59779","Opp Blks 469A/469B",1.42408305602704,103.852518512843
"103",1,34,"59789","Bef Yishun Ave 6",1.42301388896819,103.851363899983
"103",1,35,"59461","Opp Blk 419",1.4233562505923,103.846959381143
"103",1,36,"59459","Opp Huamin Pr Sch",1.42637371131971,103.84259503772
"103",1,37,"59709","Bef SAFRA Yishun",1.42599217250432,103.840644069071
"103",1,38,"59349","Opp Khoo Teck Puat Hosp",1.42345056032348,103.83882425771
"103",1,39,"58991","BLK 767",1.424583611,103.8350086
"103",1,40,"59009","Yishun Int",1.4284,103.8360975
"103",2,1,"59009","Yishun Int",1.4284,103.8360975
"103",2,2,"59069","Opp Blk 757",1.42657294826877,103.835369572595
"103",2,3,"59341","Khoo Teck Puat Hosp",1.42367163179884,103.838644569159
"103",2,4,"59701","Opp SAFRA Yishun",1.42548192920513,103.840202052283
"103",2,5,"59651","Blk 348B",1.42711698762084,103.841694188623
"103",2,6,"59451","Bet Blks 349/350",1.42569613726662,103.843607416175
"103",2,7,"59469","Blk 419",1.42357927683882,103.847479600444
"103",2,8,"59781","Aft Yishun Ave 6",1.4232168633454,103.851258125678
"103",2,9,"59771","Blk 469B",1.423939,103.852066
"103",2,10,"59791","Blk 471A",1.425903,103.853576
"103",2,11,"68179","Aft Yishun Ave 8",1.42698397142724,103.855503297366
"103",2,12,"68159","Aft Shell Aviation",1.42306890210566,103.866269073708
"103",2,13,"68149","ST Aerospace",1.41891604556531,103.862797000009
"103",2,14,"68139","Youth Flying Club",1.4144389729383,103.862079996482
"103",2,15,"68169","Bef Seletar A'Space Lane",1.4107138403801,103.861884097634
"103",2,16,"68129","Aft West Camp Rd",1.40606522969086,103.86016462232
"103",2,17,"68109","Opp Rolls Royce Pte Ltd",1.40400332581506,103.863492333967
"103",2,18,"68089","Aft Seletar A'Space Rise",1.40570196065228,103.866667451635
"103",2,19,"68099","Bef Baker St",1.40885009957996,103.870953115416
"103",2,20,"68069","Opp Sing-China Bldg",1.40757217631739,103.872280324137
"103",2,21,"68119","Aft Seletar Camp G",1.402186,103.872168
"103",2,22,"68059","Aft TPE",1.39978638898633,103.872435278032
"103",2,23,"68049","Opp Jln Tari Lilin",1.39851660309414,103.872960456528
"103",2,24,"68039","Aft Abundant Grace Ch",1.39652972197871,103.873113888995
"103",2,25,"68029","Blk 448A",1.39312162118162,103.872649551158
"103",2,26,"68019","Aft Jln Kayu",1.39106694073297,103.870606129626
"103",2,27,"67089","Bef Fernvale Lane",1.39029406445756,103.869160195296
"103",2,28,"67041","Opp The Greenwich",1.38802587904105,103.870371844867
"103",2,29,"67051","Opp Seletar Hills Est",1.3873944756683,103.873023411201
"103",2,30,"67061","Aft Jln Selaseh",1.38580333301583,103.875341389014
"103",2,31,"67071","Bef Gerald Dr",1.38224166699882,103.877000833007
"103",2,32,"64129","Blk 988B",1.37995970749936,103.876868049993
"103",2,33,"64119","Blk 953",1.37679164872283,103.877136553648
"103",2,34,"64109","Gracehaven S Army",1.37202330151763,103.876909004498
"103",2,35,"63219","Bef Yio Chu Kang Chapel",1.368497,103.876166
"103",2,36,"63209","Toho Green",1.36605804817414,103.875221227854
"103",2,37,"63199","Aft Phillips Ave",1.36327972197547,103.873838055988
"103",2,38,"63189","Aft Serangoon Gdn Way",1.36133997852966,103.873634609604
"103",2,39,"63179","Bef Tai Seng Chr Ch",1.35999305129204,103.873935327762
"103",2,40,"63369","Serangoon Sports Cplx",1.356702,103.874108
"103",2,41,"63149","Serangoon Stadium",1.35489972198729,103.87452555599
"103",2,42,"62149","Forest Woods",1.35169173270668,103.875953323123
"103",2,43,"62189","S'Goon Stn Exit D/Blk 416",1.35056391832311,103.874709537055
"103",2,45,"66009","S'Goon Int",1.35046610176969,103.871689922646
"105",1,1,"66009","S'Goon Int",1.35046610176969,103.871689922646
"105",1,2,"66419","Blk 330",1.35021638901553,103.869309444033
"105",1,3,"66409","Opp Golden Hts",1.34926598081238,103.865938832837
"105",1,4,"66399","Opp Lor Chuan Stn Exit B",1.35148729748638,103.863246243068
"105",1,5,"66029","St. Gabriel's Pr Sch",1.35017159420349,103.861435251346
"105",1,6,"66019","Bef Braddell Rd",1.34602837489201,103.860404215346
"105",1,7,"52069","Comfortdelgro Corp Ltd",1.34314389988912,103.858566114061
"105",1,8,"52059","Blk 219",1.34309745890513,103.856225857985
"105",1,9,"52361","Blk 1",1.33974408909931,103.852981216076
"105",1,10,"52279","Blk 56",1.33702420555118,103.849929571129
"105",1,11,"52239","Blk 177",1.33412194449168,103.848948055571
"105",1,12,"52189","Toa Payoh Stn",1.33318499999452,103.846783055549
"105",1,13,"52079","Opp Trellis Twrs",1.32931477158443,103.843828857357
"105",1,14,"51099","Catholic JC",1.325881667006,103.834534216188
"105",1,15,"40249","St. Joseph'S Instn",1.3249247219882,103.82735055603
"105",1,16,"40239","BEF STEVENS STN EXIT 4",1.322585278,103.8262153
"105",1,17,"40229","BEF STEVENS STN EXIT 2",1.319241,103.825711
"105",1,18,"40219","Bef Met YMCA",1.317033,103.826044
"105",1,19,"40209","NOVOTEL MERCURE @ STEVENS",1.31388805600649,103.827387778028
"105",1,20,"40199","Aft Balmoral Rd",1.31258333303153,103.831912221996
"105",1,21,"09219","Far East Plaza",1.30731999685228,103.833160882917
"105",1,22,"09111","Opp Four Seasons Hotel",1.30453752623147,103.82914529615
"105",1,23,"09121","Bef Tomlinson Rd",1.30397379238249,103.826996451245
"105",1,24,"09131","OPP ORCHARD BLVD STN",1.30391999998489,103.823338056031
"105",1,25,"09141","British Council",1.30543500002797,103.821776667023
"105",1,26,"13011","NAPIER STN EXIT 2",1.306504,103.81932
"105",1,27,"13021","Aft Min Of Foreign Affairs",1.30633972996805,103.814306708163
"105",1,28,"11201","CSC Dempsey Clubhse",1.30692642897557,103.811864535774
"105",1,29,"11211","Aft Peirce Rd",1.30838779885113,103.80939522851
"105",1,30,"11221","Lien Twrs",1.310019,103.805506
"105",1,31,"11089","Opp Holland Hill Lodge",1.30946135492693,103.803340873546
"105",1,32,"11079","Opp Blk 95",1.305441389003,103.801852500007
"105",1,33,"11069","Queensway Sec Sch",1.30236853162324,103.801617622377
"105",1,34,"11161","C'Wealth Stn Exit A/D",1.30213305598263,103.798390833021
"105",1,35,"11171","Opp Blk 7B",1.30535666699303,103.794797221969
"105",1,36,"11181","Opp Blk 43",1.30722333300814,103.792276388969
"105",1,37,"11191","The Star Vista",1.30801640815091,103.788373154627
"105",1,38,"19011","Blk 19A CP",1.30781638901709,103.784236666966
"105",1,39,"19021","SP SMA",1.30965490194051,103.781201806784
"105",1,40,"19031","Dover Stn Exit A",1.31123416666912,103.778383611132
"105",1,41,"19041","Opp Sch of Science & Tech",1.31235972197855,103.775527500013
"105",1,42,"17151","Blk 410",1.31169519353522,103.769609935254
"105",1,43,"17161","Blk 455",1.31240993603605,103.766854768751
"105",1,44,"17171","Clementi Stn Exit A",1.31497399268611,103.765026982644
"105",1,45,"17181","Opp Blk 317",1.31749570803723,103.763885458243
"105",1,46,"20101","Nan Hua Pr Sch",1.31993714188512,103.762219267304
"105",1,47,"28011","BEF TOH TUCK AVE",1.32425805601593,103.759147221999
"105",1,48,"28021","OPP 8 @TRADEHUB 21",1.32615808379173,103.755450222416
"105",1,49,"28031","Bef The Synergy",1.32790100001681,103.751014999967
"105",1,50,"28041","The Synergy",1.33008349967851,103.748283663323
"105",1,51,"28659","IMM Bldg",1.33446189256828,103.747677825372
"105",1,52,"28649","Blk 286A",1.33901303401774,103.746034393011
"105",1,53,"28639","Blk 288E",1.34045649755771,103.743959968712
"105",1,54,"28319","Blk 207",1.33862623918679,103.741733137345
"105",1,55,"28449","Bef Seventh-Day Advent Ch",1.33618166701348,103.73944500003
"105",1,56,"28211","Bef Jurong East Stn",1.33418677275445,103.740706807003
"105",1,57,"28009","Jurong East Int",1.33235,103.740664
"105",2,1,"28009","Jurong East Int",1.33235,103.740664
"105",2,2,"28441","Seventh-Day Advent Ch",1.33576638902918,103.738849166981
"105",2,3,"28311","Blk 209",1.33825277511898,103.741083519052
"105",2,4,"28631","Opp Blk 288D",1.34053157728505,103.74418616294
"105",2,5,"28641","Blk 284",1.33917889755759,103.746103205757
"105",2,6,"28651","Opp IMM Bldg",1.33515192012369,103.747941882388
"105",2,7,"28049","Opp The Synergy",1.33069921313648,103.748103412435
"105",2,8,"28039","Aft Boon Lay Sub Stn",1.3280750000324,103.751408332974
"105",2,9,"28029","8 @ TRADEHUB 21",1.32688998200812,103.754360276685
"105",2,10,"28019","Aft Toh Tuck Ave",1.32492720506757,103.75894333174
"105",2,11,"20109","Blk 203",1.32085220079341,103.762069998564
"105",2,12,"17189","Blk 317",1.31790502165515,103.764064088279
"105",2,13,"17179","Clementi Stn Exit B",1.31528191560846,103.765360005169
"105",2,14,"17169","Blk 329",1.31284527799656,103.766796667023
"105",2,15,"17159","Blk 365",1.311975556,103.7698144
"105",2,16,"19049","Sch of Science & Tech",1.31266302174215,103.774792159225
"105",2,17,"19039","Dover Stn Exit B",1.31167951129602,103.778683905529
"105",2,18,"19029","Opp SP SMA",1.3095609201372,103.782018793882
"105",2,19,"19019","Blk 27",1.30807305598128,103.784759166995
"105",2,20,"11199","Blk 15",1.30837970735444,103.788431453032
"105",2,21,"11189","Blk 43",1.30740138898924,103.792542222024
"105",2,22,"11179","Blk 8",1.30627521395682,103.794279401175
"105",2,23,"11169","C'Wealth Stn Exit B/C",1.30270500001823,103.798381666973
"105",2,24,"11061","Opp Queensway Sec Sch",1.30265777802206,103.801186944025
"105",2,25,"11071","Blk 97",1.30621305601609,103.80170944397
"105",2,26,"11081","Viz Holland",1.30851972202313,103.802580277996
"105",2,27,"11229","Sommerville Pk",1.31060065879064,103.805225422272
"105",2,28,"11219","Great Eastern Mansions",1.30988506093033,103.807164078301
"105",2,29,"11209","Opp Peirce Rd",1.30817280849852,103.810383498176
"105",2,30,"13029","Bef Tyersall Ave",1.30671783282361,103.814518588021
"105",2,31,"13019","NAPIER STN EXIT 1",1.3067380217198,103.820130798949
"105",2,32,"09149","Opp British Council",1.30608981381948,103.821221502331
"105",2,33,"09159","Aft Tomlinson Rd",1.30602637557418,103.825680426206
"105",2,34,"09169","Delfi Orchard",1.3070135326348,103.82835507326
"105",2,35,"09179","Royal Thai Embassy",1.30587966240898,103.830490046186
"105",2,36,"09213","Thong Teck Bldg",1.30783805600034,103.83305083303
"105",2,37,"40191","Aft Draycott Pk",1.31268555601325,103.83042694402
"105",2,38,"40201","Chelsea Gdns Condo",1.31358972201496,103.827430555994
"105",2,39,"40211","Opp Met YMCA",1.31655331624558,103.825862990405
"105",2,40,"40221","STEVENS STN EXIT 3",1.31902531287493,103.825455612963
"105",2,41,"40231","Raffles Town Club",1.32230868317131,103.825771458248
"105",2,42,"51091","Opp Catholic JC",1.32648060854916,103.834018707306
"105",2,43,"51101","Bef Thomson Flyover",1.32753637537789,103.83724817699
"105",2,44,"52071","Trellis Twrs",1.32991416932901,103.843818432243
"105",2,45,"52181","Opp Toa Payoh Stn",1.33306633976898,103.846560716606
"105",2,46,"52231","Blk 79C",1.3343049899737,103.848784238602
"105",2,47,"52271","Jackson Sq",1.33683113907107,103.849747180924
"105",2,48,"52369","Blk 237",1.34001833298065,103.852733332999
"105",2,49,"52051","BLK 147",1.34338820709349,103.854692572458
"105",2,50,"52061","BCA Acad",1.34352174018964,103.858738791594
"105",2,51,"66011","Aft Braddell Rd",1.34716997902419,103.859976780864
"105",2,52,"66021","New Tech Pk",1.35096671417894,103.861829383417
"105",2,53,"66391","Lor Chuan Stn Exit A",1.35096942673026,103.864842329627
"105",2,54,"66401","Golden Hts",1.34937635159369,103.866040855659
"105",2,55,"66411","Blk 326",1.35002972706339,103.869031232282
"105",2,56,"66389","S'Goon Stn Exit F",1.35092163758707,103.871069051416
"105",2,57,"66009","S'Goon Int",1.35046610176969,103.871689922646
"105B",1,1,"28009","Jurong East Int",1.33235,103.740664
"105B",1,2,"28441","Seventh-Day Advent Ch",1.33576638902918,103.738849166981
"105B",1,3,"28311","Blk 209",1.33825277511898,103.741083519052
"105B",1,4,"28631","Opp Blk 288D",1.34053157728505,103.74418616294
"105B",1,5,"28641","Blk 284",1.33917889755759,103.746103205757
"105B",1,6,"28651","Opp IMM Bldg",1.33515192012369,103.747941882388
"105B",1,7,"28049","Opp The Synergy",1.33069921313648,103.748103412435
"105B",1,8,"28039","Aft Boon Lay Sub Stn",1.3280750000324,103.751408332974
"105B",1,9,"28029","8 @ TRADEHUB 21",1.32688998200812,103.754360276685
"105B",1,10,"28019","Aft Toh Tuck Ave",1.32492720506757,103.75894333174
"105B",1,11,"20109","Blk 203",1.32085220079341,103.762069998564
"105B",1,12,"17189","Blk 317",1.31790502165515,103.764064088279
"105B",1,13,"17179","Clementi Stn Exit B",1.31528191560846,103.765360005169
"106",1,1,"43009","Bt Batok Int",1.34999354306126,103.751061909534
"106",1,2,"43179","Blk 231",1.3489707828044,103.754303453016
"106",1,3,"43189","Blk 283",1.346993,103.756815
"106",1,4,"43619","Blk 289E",1.34406411828167,103.758613296197
"106",1,5,"43629","St. Andrew's Mission Sch",1.34240810773422,103.759158135929
"106",1,6,"42319","Burgundy Hill",1.33915373900693,103.760438412699
"106",1,7,"28109","SMRT Ulu Pandan Depot",1.33327344230787,103.759331797141
"106",1,8,"28189","Aft Toh Tuck Lk",1.32992124735954,103.758506038279
"106",1,9,"28019","Aft Toh Tuck Ave",1.32492720506757,103.75894333174
"106",1,10,"20109","Blk 203",1.32085220079341,103.762069998564
"106",1,11,"17189","Blk 317",1.31790502165515,103.764064088279
"106",1,12,"17179","Clementi Stn Exit B",1.31528191560846,103.765360005169
"106",1,13,"17169","Blk 329",1.31284527799656,103.766796667023
"106",1,14,"17159","Blk 365",1.311975556,103.7698144
"106",1,15,"19049","Sch of Science & Tech",1.31266302174215,103.774792159225
"106",1,16,"19039","Dover Stn Exit B",1.31167951129602,103.778683905529
"106",1,17,"19029","Opp SP SMA",1.3095609201372,103.782018793882
"106",1,18,"19019","Blk 27",1.30807305598128,103.784759166995
"106",1,19,"11199","Blk 15",1.30837970735444,103.788431453032
"106",1,20,"11189","Blk 43",1.30740138898924,103.792542222024
"106",1,21,"11401","Holland V Stn/Blk12",1.30906722197973,103.795074444021
"106",1,22,"11239","Fairlodge",1.31152857401616,103.801655173303
"106",1,23,"11229","Sommerville Pk",1.31060065879064,103.805225422272
"106",1,24,"11219","Great Eastern Mansions",1.30988506093033,103.807164078301
"106",1,25,"11209","Opp Peirce Rd",1.30817280849852,103.810383498176
"106",1,26,"13029","Bef Tyersall Ave",1.30671783282361,103.814518588021
"106",1,27,"13019","NAPIER STN EXIT 1",1.3067380217198,103.820130798949
"106",1,28,"09149","Opp British Council",1.30608981381948,103.821221502331
"106",1,29,"09159","Aft Tomlinson Rd",1.30602637557418,103.825680426206
"106",1,30,"09169","Delfi Orchard",1.3070135326348,103.82835507326
"106",1,31,"09179","Royal Thai Embassy",1.30587966240898,103.830490046186
"106",1,32,"09048","Orchard Stn/Lucky Plaza",1.30386684425114,103.834130700514
"106",1,33,"09038","Opp Somerset Stn",1.30154262450563,103.838524818423
"106",1,34,"08138","Concorde Hotel S'pore",1.3004785730821,103.841847006076
"106",1,35,"08057","Dhoby Ghaut Stn",1.29930997279734,103.845290214297
"106",1,36,"08069","Bencoolen Stn Exit B",1.29821382250893,103.84936128376
"106",1,37,"04179","Aft Bras Basah Stn Exit A",1.29647916306741,103.851471644872
"106",1,38,"02049","Raffles Hotel",1.29452091230981,103.854021555052
"106",1,39,"02151","Suntec Convention Ctr",1.29317776320814,103.85784623004
"106",1,40,"02161","Aft Promenade Stn Exit C",1.29268553508737,103.860931561882
"106",1,41,"02171","Opp The Ritz-Carlton",1.29070000003898,103.86092194446
"106",1,42,"03509","Bayfront Stn Exit B/MBS",1.28314999997332,103.860043888918
